tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TKT10120,"Se requiere de su amable colaboración para la ¨adición¨ del BAREMO 182 con Cantidad igual a 1, para la OT_1003372.",1032459195,,SS,Codensa,Geolumina,,requiere amable colaboración adición baremo cantidad igual ot_1003372
TKT10121,REUNION,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,reunion
TKT10123,OTs Por Eliminar Asignadas a Técnico JDA OESTE. Por favor enviar el adjunto a SIGMA PARA ELIMINAR todas las OTs que se encuentren ASIGNADAS A TÉCNICO de la SUB JDA.,1053828550,,SS,Applus Norcontrol Panamá S.A,Geolumina,,ots eliminar asignadas tecnico da oeste favor enviar adjunto sigma eliminar todas ots encuentren asignadas tecnico sub da
TIK1365,Revisión requerimientos pendientes. ,1058818488,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,revision requerimientos pendientes
TKT10125,"ELIMINAR OTS INTERIOR BT. Por favor eliminar las sgts OT, OT_12497 BT, OT_3922 BT, OT_3637.",1053828550,,SS,Applus Norcontrol Panamá S.A,Geolumina,,eliminar ots interior bt favor eliminar sets ot ot_12497 bt ot_3922 bt ot_3637
TKT10126,Recodificar Luminaria - Oeste. Por favor cambiar el punto físico de la luminaria GLPSO_14788,1053828550,,SS,Applus Norcontrol Panamá S.A,Geolumina,,recodificar luminaria oeste favor cambiar punto fisico luminaria glpso_14788
TKT10127,"Ordenes BT_METRO. Por favor revisar las siguientes órdenes, quedaron en el formulario de crear órdenes y no se pueden asignar.",1053828550,,NCB,Applus Norcontrol Panamá S.A,Geolumina,,ordenes bt_metro favor revisar siguientes ordenes quedaron formulario crear ordenes pueden asignar
TKT10128,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10130,EMAIL,1053828550,,,Applus Norcontrol Panamá S.A,Geolumina,,email
TKT10131,OT_15762 ZONA OESTE. Por favor enviar a SIGMA la OT_15762 ya que se tiene que eliminar porque tiene levantamiento de baja en la OT_15691; pero GeoLumina no me permite eliminar la OT.,1053828550,,SS,Applus Norcontrol Panamá S.A,Geolumina,,ot_15762 zona oeste favor enviar sigma ot_15762 eliminar levantamiento baja ot_15691 geolumina permite eliminar ot
TKT10132,Boton de exportar barrido,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,boton exportar barrido
TIK1732,Los ciclos de salida base no se estan insertando,1053830949,Datos erroneos en reporte,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,ciclos salida base estan insertando
TKT10135,Revisar GPS de Manizales,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,revisar gps maizales
TKT10136,"Se requiere de su amable colaboración para asignar puntos físicos a la cuadrilla 17,15 y 3 .",1032459195,,SS,Codensa,Geolumina,,requiere amable colaboración asignar puntos fisicos cuadrilla
TKT10137,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10138,Informo que al crear trámite de licencia el día de hoy por error el sistema salto un número. Pues se iba en el número OOLA-00005-19  y hoy asigno el OOLA-00007-19.,1053847182,,NCB,CAR de Boyacá,Geoambiental,,informo crear tramite licencia dia hoy error sistema salto numero pues iba numero oola hoy asigno oola
TKT10140,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10141,ASESORIA,1032459195,,,Codensa,Geolumina,,asesoria
TIK1686,Adicionar estado Esperando Información Auto para el perfil 08 (jurídico).,1053847182,Adición o modificación de funcionalidad en perfil,NR,CAR de Boyacá,Geoambiental,Funcionalidad,adicionar esperando información auto perfil juridico
TKT10142,LLAMADA ENTRANTE,1032459195,,,Codensa,Geolumina,,llamada entrante
TKT10143,LLAMADA ENTRANTE,1032459195,,,Codensa,Geolumina,,llamada entrante
TKT10144,ASESORIA,1032459195,,,Codensa,Geolumina,,asesoria
TKT10145,ASESORIA,1032459195,,,Codensa,Geolumina,,asesoria
TIK1212,"Revisar el expediente OOCA-00073-05, debido a que crea la Resolución 2010-0190 indica edicion exitosa, pero no aparece en la tabla de datos",1053847182,1- Nuevo requerimiento,NR,CAR de Boyacá,Geoambiental,Nuevo requerimiento,revisar expediente boca debido crea resolución indica edición exitosa aparece tabla datos
TKT10146,ASESORIA,1032459195,,,Codensa,Geolumina,,asesoria
TKT10147,ASESORIA,1032459195,,,Codensa,Geolumina,,asesoria
TKT10148,EMAIL,1032459195,,,Codensa,Geolumina,,email
TKT10149,EMAIL,1032459195,,,Codensa,Geolumina,,email
TIK2119,"Amablemente solicito de su colaboración en la validación del usuario  86059363   ya que no esta permitiendo el ingreso a la plataforma Geogas, y se están retrasando los reportes.",1053860140,No inicia sesion un usuario en movilidad,NCB,Llanogas,Geolumina,Sistema,amablemente solicito colaboración validación usuario permitiendo ingreso plataforma geodas estan retrasando reportes
TKT10152,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10153,Se requiere de su amable colaboración dado que la devolucion de la orden OT_1001245 se quedo sin el botón editar .,1032459195,,SS,Codensa,Geolumina,,requiere amable colaboración dado devolución orden ot_1001245 quedo boton editar
TIK1687,Habilitar el campo de número y fecha del formulario de resolución.,1053847182,1- Nuevo requerimiento,NR,CAR de Boyacá,Geoambiental,Nuevo requerimiento,habilitar campo numero fecha formulario resolución
TKT10154,REUNION GRUPO,1053847182,,,CAR de Caldas - Corpocaldas,Geoambiental,,reunion grupo
TIK2036,Solicito su colaboración con las gestión de las siguientes Actualizaciones que se encuentran en Geolumina,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito colaboración gestion siguientes actualizaciones encuentran geolumina
TIK1682,Agregar información en plantilla  ,1053860140,Cambiar datos por BD,SS,Proyecta S.A,Geolumina,Datos,agregar información plantilla
TIK2256,"Por favor su apoyo con la restauración de mi sesión para el aplicativo GEOLUMINA,
Presenta que la contraseña ha expirado, he realizado el cambio y he dado clic en Confirmar pero no  permite dar avance ni acceder.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor apoyo restauración sesion paliativo geolumina presenta contraseña expirado realizado cambio dado clic confirmar permite dar avance acceder
TKT10160,Eliminar hojas de barrido de la ciudad de cucuta,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,eliminar hojas barrido ciudad cicuta
TKT10161,configuracion de GPS para pruebas de SIGMA,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,configuración gps pruebas sigma
TKT10162,Reunión revisión KPI con Beatriz,1053856994,,NCB,Veolia (antiguo Grupo Sala),Geoaseo,,reunion revision pi beatriz
TIK2585,app de levantamiento pruebas movilidad AT para diccionario de datos,1058818488,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,app levantamiento pruebas movilidad at diccionario datos
TKT10164,REUNION,1053830949,,,Veolia (antiguo Grupo Sala),Geoaseo,,reunion
TIK4418,solicito su amable colaboración con acceso a geolumina ya que no tengo acceso por que mi usuario se encuentra bloqueado,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito amable colaboración acceso geolumina acceso usuario encuentra bloqueado
TKT10168,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10169,propuesta de valor Bioagricola,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,propuesta valor bioagricola
TKT10170,EMAIL,1053847182,,,CAR de Boyacá,Geoambiental,,email
TIK1213,Solicitudes en el Widget generar denuncias DELSA ,1053860140,Cambiar datos por BD,SS,Dosquebradas Energía y Luz S.A,Geolumina,Datos,solicitudes midget generar denuncias delta
TKT10172,Log de trazabilidad  para la  OT_1006484,1032459195,,SS,Codensa,Geolumina,,log trazabilidad ot_1006484
TKT10173,LLAMADA ENTRANTE,1053847182,,,CAR de Boyacá,Geoambiental,,llamada entrante
TKT10174,"Este es el formato que se debe llenar para la solicitud de puntos físicos, por favor completar el excel enviado y dejarlo en el mismo orden en el que se encuentra.",1058818488,,NR,Codensa,Geolumina,,formato debe llenar solicitud puntos fisicos favor completar excel enviado dejarlo mismo orden encuentra
TKT10175,"Se solicita el registro fotográfico para seguir realizando la validación de los Puntos físicos, ya que dichas OTS aparecen en estado cancelado en Geolumina.    OT_1000220 OT_1000222 OT_1000223 OT_1000227 OT_1000002  OT_1000003  OT_1000005  OT_1000006  OT_1000007  OT_1000008  OT_1000009  OT_1000011  OT_1000012  OT_1000013  OT_1000014  OT_1000015  OT_1000016  OT_1000019  OT_1000020  OT_1000021  OT_1000023  OT_1000024  OT_1000025  OT_1000026  OT_1000028  OT_1000029  OT_1000030  OT_1000031  OT_1000032  OT_1000033  OT_1000034  OT_1000035  OT_1000036  OT_1000037  OT_1000038  OT_1000039  OT_1000040  OT_1000041  OT_1000043  OT_1000044  OT_1000046  OT_1000047  OT_1000053  OT_1000055  OT_1000056  OT_1000058  OT_1000059  OT_1000065  OT_1000069  OT_1000070  OT_1000071  OT_1000072  OT_1000074  OT_1000075  OT_1000076  OT_1000077  OT_1000078  OT_1000079  OT_1000082  OT_1000131  OT_1000132  OT_1000133  OT_1000134  OT_1000135  OT_1000136  OT_1000137  OT_1000138  OT_1000139  OT_1000141  OT_1000142  OT_1000144  OT_1000145  OT_1000146  OT_1000147  OT_1000148  OT_1000149  OT_1000150  OT_1000151  OT_1000152  OT_1000153  OT_1000154  OT_1000155  OT_1000157  OT_1000159  OT_1000160  OT_1000182  OT_1000183  OT_1000184  OT_1000185  OT_1000186  OT_1000187  OT_1000188  OT_1000189  OT_1000190  OT_1000191  OT_1000192  OT_1000193  OT_1000194  OT_1000195  OT_1000196  OT_1000198  OT_1000199  OT_1000200  OT_1000201  OT_1000203  OT_1000204  OT_1000213    Quedo atento.",1032459195,,NCB,Codensa,Geolumina,,solicita registro fotografico seguir realizando validación puntos fisicos dichas ots aparecen cancelado geolumina ot_1000220 ot_1000222 ot_1000223 ot_1000227 ot_1000002 ot_1000003 ot_1000005 ot_1000006 ot_1000007 ot_1000008 ot_1000009 ot_1000011 ot_1000012 ot_1000013 ot_1000014 ot_1000015 ot_1000016 ot_1000019 ot_1000020 ot_1000021 ot_1000023 ot_1000024 ot_1000025 ot_1000026 ot_1000028 ot_1000029 ot_1000030 ot_1000031 ot_1000032 ot_1000033 ot_1000034 ot_1000035 ot_1000036 ot_1000037 ot_1000038 ot_1000039 ot_1000040 ot_1000041 ot_1000043 ot_1000044 ot_1000046 ot_1000047 ot_1000053 ot_1000055 ot_1000056 ot_1000058 ot_1000059 ot_1000065 ot_1000069 ot_1000070 ot_1000071 ot_1000072 ot_1000074 ot_1000075 ot_1000076 ot_1000077 ot_1000078 ot_1000079 ot_1000082 ot_1000131 ot_1000132 ot_1000133 ot_1000134 ot_1000135 ot_1000136 ot_1000137 ot_1000138 ot_1000139 ot_1000141 ot_1000142 ot_1000144 ot_1000145 ot_1000146 ot_1000147 ot_1000148 ot_1000149 ot_1000150 ot_1000151 ot_1000152 ot_1000153 ot_1000154 ot_1000155 ot_1000157 ot_1000159 ot_1000160 ot_1000182 ot_1000183 ot_1000184 ot_1000185 ot_1000186 ot_1000187 ot_1000188 ot_1000189 ot_1000190 ot_1000191 ot_1000192 ot_1000193 ot_1000194 ot_1000195 ot_1000196 ot_1000198 ot_1000199 ot_1000200 ot_1000201 ot_1000203 ot_1000204 ot_1000213 quedo atento
TKT10176,Amablemente se solicita de su colaboración para corregir este error y poder realizar la aprobación de la OT en mención.,1032459195,,NCB,Codensa,Geolumina,,amablemente solicita colaboración corregir error poder realizar aprobación ot mencionó
TKT10178,Amablemente se solicita de su colaboración para corregir este error y poder realizar la aprobación de la OT en mención.     OT  PUNTO FISICO ERRADO  PUNTO FISICO CORRECTO  OT_ 1022770  26092796  26092706,1032459195,,NCB,Codensa,Geolumina,,amablemente solicita colaboración corregir error poder realizar aprobación ot mencionó ot punto fisico errado punto fisico correcto ot
TKT10179,Verificar cliente que no se dejhaba editar por que aparecian los botones bloqueados,1053830949,,SS,Sociedad aguas del norte antioqueno,Geoaseo,,verificar cliente dejaba editar aparecian botones bloqueados
TKT10180,"solicito actualizar el código de un usuario en la plataforma, hago el cambio pero al consultar después de guardar los cambios no se guardanse requiere cambiar este numero de código 115323 por este nuevo código 115383.",1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,solicito actualizar codigo usuario plataforma hago cambio consultar despues guardar cambios guardarse requiere cambiar numero codigo nuevo codigo
TKT10181,agradezco su colaboración para generar un  reporte en un archivo CSV con los recorridos  de los vehículos de Honda  NAP848(1636)  NAP 849(1637) y NAP 840(1631) desde el 1 de Marzo hasta el  12 de Marzo,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,agradezco colaboración generar reporte archivo csi recorridos vehiculos honda nap848 nap nap marzo marzo
TKT10184,Se requiere de su amable colaboración dado que la OT_1017309 fue reportada por disponibilidad. No permite visualizar el registro fotográfico tomado en terreno.,1032459195,,NCB,Codensa,Geolumina,,requiere amable colaboración dado ot_1017309 reportada disponibilidad permite visualizar registro fotografico tomado terreno
TKT10185,"Se requiere revisar las fotografías de la orden OT_1017269 , se realiza pruebas para subir las fotos y la herramienta no lo permite indica que están en cada elemento pero al momento de recargar las fotos son eliminadas.",1032459195,,NCB,Codensa,Geolumina,,requiere revisar fotografias orden ot_1017269 realiza pruebas subir fotos herramienta permite indica estan cada elemento momento recargar fotos eliminadas
TKT10186,"Se requiere realizar sobre la devolución de la orden   OT_1024784   Comentario:  Buen Día, Se realiza devolución por la siguiente observación: El formato RG21-PO414 en el cual se envía la información correspondiente a los TBs no debe ser modificado respecto al original, en este caso se evidencia que algunos campos fueron eliminados. Por lo tanto, se requiere anexar la información en el  Formato original sin eliminar ningún campo. Se envía correo al solicitante para con el formato correcto para que sea diligenciado.  Solicito por favor me sea informado cuando se realicen las modificaciones, gracias  Fecha:  13/03/2019  Gestionador :  Diego Fernando Olaya Rubio",1032459195,,NCB,Codensa,Geolumina,,requiere realizar devolución orden ot_1024784 comentario buen dia realiza devolución siguiente observación formato rg po414 envia información correspondiente tus debe ser modificado respecto original caso evidencia campos eliminados requiere anexar información formato original eliminar ningun campo envia correo solicitante formato correcto diligencia solicito favor informado realicen modificaciones gracias fecha gestionado diego fernando playa rubio
TKT10191,Revision de popwer BI,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,revision power bi
TKT10194,solicito su colaboración para cerrar las hojas  de barrido de Cartagena con una ejecución del 100 desde el 1 de febrero  hasta el 11 de marzo del año en curso.,1053830949,,SS,Veolia (antiguo Grupo Sala),Geoaseo,,solicito colaboración cerrar hojas barrido cartagena ejecución febrero marzo año curso
